Team Alt Name,Opp Alt Name,GameID,Season,Week,Date,teamgame,Conf,BCS?,Team,W,L,TeamCoach,vs/@,oConf,oBCS?,Opp,oW,oL,OppCoach,OT?,Pts,oPts,diff,Res,W,L,cW,cL,O/U#,o/u,Spread,Sw/l,Bowl,Attend.,,APwk,wkAP,COwk,wkCO,BCSwk,wkBCS,pAP,pCO,fAP,fCO,AP,Apv,CO,Cov,BCS,w,l,Team,AP,Apv,CO,Cov,BCS,w,l,,pAP,pCO,fAP,fCO,AP,Apv,CO,Cov,BCS,w,l,Opp,AP,Apv,CO,Cov,BCS,w,l,,#Plays,ptspplay,ypplay,yprush,yppass,#Rush,Gain,Loss,NetRush,RushTD,#PassAtt,#PassComp,Int,PassYds,PassTD,Tot.Yds,#Rec.,RecYds,RecTD,#Punts,PuntYds,YardspPunt,PuntRet#,PuntRetYds,PuntRetTD,KORet#,KORetYds,KORetTD,Tot.TD,XPAtt,XPComp,X2Att,X2Comp,FGAtt,FGMade,Safeties,FDRush,FDPass,FDPen,Tot.FD,#Pen,PenYds,#Fumb,FumbLos,DPassInt,DPassIntRetYds,DPassIntRetTD,DFumRec,DFumRetYds,DFumRetTD,,#Plays,playppt,ypplay,yprush,yppass,#Rush,Gain,Loss,NetRush,RushTD,#PassAtt,#PassComp,Int,PassYds,PassTD,Tot.Yds,#Rec.,RecYds,RecTD,#Punts,PuntYds,YardspPunt,PuntRet#,PuntRetYds,PuntRetTD,KORet#,KORetYds,KORetTD,Tot.TD,XPAtt,XPComp,X2Att,X2Comp,FGAtt,FGMade,Safeties,FDRush,FDPass,FDPen,Tot.FD,#Pen,PenYds,#Fumb,FumbLos,DPassInt,DPassIntRetYds,DPassIntRetTD,DFumRec,DFumRetYds,DFumRetTD
Middle Tennessee State,Minnesota,Mid Tenn St-Minnesota,2010,1,9/2/10,1,SunBelt,non,Mid Tenn St,6,7,Rick Stockstill,vs,Big10,BCS,Minnesota,3,9,Tim Brewster,,17,24,-7,L,0,1,0,0,49.0,u,1.5,L,,"25,908",,0,1,0,1,,,43,NR,NR,NR,43,2,NR,NR,NR,0,0,Mid Tenn St,NR,NR,NR,NR,NR,0,1,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Minnesota,NR,NR,NR,NR,NR,1,0,,40,0.4,8.0,6.6,9.6,22,166,20,146,1,18,13,1,172,1,318,13,172,1,5,210,42.0,0,0,0,5,108,0,2,2,2,0,0,1,1,0,5,7,0,12,4,27,1,1,0,0,0,0,0,0,,84,0.3,5.1,4.2,8.8,67,308,27,281,3,17,10,0,150,0,431,10,150,0,3,116,38.7,2,18,0,3,78,0,3,3,3,0,0,3,1,0,18,6,3,27,4,29,1,0,1,3,0,0,0,0
Minnesota,Middle Tennessee State,Mid Tenn St-Minnesota,2010,1,9/2/10,1,Big10,BCS,Minnesota,3,9,Tim Brewster,@,SunBelt,non,Mid Tenn St,6,7,Rick Stockstill,,24,17,7,W,1,0,0,0,49.0,u,-1.5,W,,"25,908",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Minnesota,NR,NR,NR,NR,NR,1,0,,43,NR,NR,NR,43,2,NR,NR,NR,0,0,Mid Tenn St,NR,NR,NR,NR,NR,0,1,,84,0.3,5.1,4.2,8.8,67,308,27,281,3,17,10,0,150,0,431,10,150,0,3,116,38.7,2,18,0,3,78,0,3,3,3,0,0,3,1,0,18,6,3,27,4,29,1,0,1,3,0,0,0,0,,40,0.4,8.0,6.6,9.6,22,166,20,146,1,18,13,1,172,1,318,13,172,1,5,210,42.0,0,0,0,5,108,0,2,2,2,0,0,1,1,0,5,7,0,12,4,27,1,1,0,0,0,0,0,0
Norfolk State,Rutgers,Norfolk St-Rutgers,2010,1,9/2/10,1,zAA,zAA,Norfolk St,0,1,Pete Adrian,@,BigEast,BCS,Rutgers,4,8,Greg Schiano,,0,31,-31,L,0,1,0,0,51.0,u,38.5,L,,"46,311",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Norfolk St,NR,NR,NR,NR,NR,0,1,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Rutgers,NR,NR,NR,NR,NR,1,0,,48,0.0,3.3,1.0,5.5,24,47,22,25,0,24,11,0,131,0,156,11,131,0,10,336,33.6,0,0,0,5,92,0,0,0,0,0,0,1,0,0,0,5,2,7,7,85,1,1,0,0,0,0,0,0,,71,0.4,5.9,5.4,7.3,50,289,21,268,1,21,11,0,154,1,422,11,154,1,4,147,36.8,3,60,1,1,18,0,3,2,2,1,1,5,3,0,12,6,2,20,8,62,0,0,0,0,0,0,0,0
Rutgers,Norfolk State,Norfolk St-Rutgers,2010,1,9/2/10,1,BigEast,BCS,Rutgers,4,8,Greg Schiano,vs,zAA,zAA,Norfolk St,0,1,Pete Adrian,,31,0,31,W,1,0,0,0,51.0,u,-38.5,L,,"46,311",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Rutgers,NR,NR,NR,NR,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Norfolk St,NR,NR,NR,NR,NR,0,1,,71,0.4,5.9,5.4,7.3,50,289,21,268,1,21,11,0,154,1,422,11,154,1,4,147,36.8,3,60,1,1,18,0,3,2,2,1,1,5,3,0,12,6,2,20,8,62,0,0,0,0,0,0,0,0,,48,0.0,3.3,1.0,5.5,24,47,22,25,0,24,11,0,131,0,156,11,131,0,10,336,33.6,0,0,0,5,92,0,0,0,0,0,0,1,0,0,0,5,2,7,7,85,1,1,0,0,0,0,0,0
Pittsburgh,Utah,Pittsburgh-Utah,2010,1,9/2/10,1,BigEast,BCS,Pittsburgh,8,5,Dave Wannstedt,@,MtnWest,non,Utah,10,3,Kyle Whittingham,OT,24,27,-3,L,0,1,0,0,48.5,o,3.0,N,,"45,730",,0,1,0,1,,,15,15,NR,NR,15,516,15,492,NR,0,0,Pittsburgh,28,59,29,53,NR,0,1,,28,24,26,23,28,80,24,169,NR,0,0,Utah,20,365,20,371,NR,1,0,,64,0.4,4.2,2.3,6.6,36,106,24,82,1,28,16,1,184,1,266,16,184,1,4,178,44.5,1,18,0,4,75,0,2,1,1,1,1,4,3,0,6,9,2,17,12,75,1,1,1,0,0,0,0,0,,63,0.4,6.4,4.5,7.9,27,123,1,122,0,36,21,1,283,3,405,21,283,3,4,125,31.3,1,-2,0,3,63,0,3,3,3,0,0,2,2,0,7,11,3,21,11,99,2,2,1,2,0,0,0,0
Utah,Pittsburgh,Pittsburgh-Utah,2010,1,9/2/10,1,MtnWest,non,Utah,10,3,Kyle Whittingham,vs,BigEast,BCS,Pittsburgh,8,5,Dave Wannstedt,OT,27,24,3,W,1,0,0,0,48.5,o,-3.0,N,,"45,730",,0,1,0,1,,,28,24,26,23,28,80,24,169,NR,0,0,Utah,20,365,20,371,NR,1,0,,15,15,NR,NR,15,516,15,492,NR,0,0,Pittsburgh,28,59,29,53,NR,0,1,,63,0.4,6.4,4.5,7.9,27,123,1,122,0,36,21,1,283,3,405,21,283,3,4,125,31.3,1,-2,0,3,63,0,3,3,3,0,0,2,2,0,7,11,3,21,11,99,2,2,1,2,0,0,0,0,,64,0.4,4.2,2.3,6.6,36,106,24,82,1,28,16,1,184,1,266,16,184,1,4,178,44.5,1,18,0,4,75,0,2,1,1,1,1,4,3,0,6,9,2,17,12,75,1,1,1,0,0,0,0,0
Presbyterian,Wake Forest,Presbyterian-Wake Forest,2010,1,9/2/10,1,zAA,zAA,Presbyterian,0,2,Harold Nichols,@,ACC,BCS,Wake Forest,3,9,Jim Grobe,,13,53,-40,L,0,1,0,0,58.0,o,44.5,L,,"28,205",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Presbyterian,NR,NR,NR,NR,NR,0,1,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Wake Forest,NR,NR,NR,NR,NR,1,0,,76,0.2,4.8,2.1,7.0,34,98,28,70,0,42,24,1,292,2,362,24,292,2,9,341,37.9,0,0,0,8,152,0,2,2,1,0,0,0,0,0,4,12,2,18,7,65,2,0,0,0,0,0,0,0,,74,0.7,6.9,8.3,3.9,50,433,18,415,6,24,10,0,94,0,509,10,94,0,5,202,40.4,0,0,0,3,98,0,7,6,6,1,0,2,1,0,18,3,2,23,6,65,2,1,1,44,1,0,0,0
Wake Forest,Presbyterian,Presbyterian-Wake Forest,2010,1,9/2/10,1,ACC,BCS,Wake Forest,3,9,Jim Grobe,vs,zAA,zAA,Presbyterian,0,2,Harold Nichols,,53,13,40,W,1,0,0,0,58.0,o,-44.5,L,,"28,205",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Wake Forest,NR,NR,NR,NR,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Presbyterian,NR,NR,NR,NR,NR,0,1,,74,0.7,6.9,8.3,3.9,50,433,18,415,6,24,10,0,94,0,509,10,94,0,5,202,40.4,0,0,0,3,98,0,7,6,6,1,0,2,1,0,18,3,2,23,6,65,2,1,1,44,1,0,0,0,,76,0.2,4.8,2.1,7.0,34,98,28,70,0,42,24,1,292,2,362,24,292,2,9,341,37.9,0,0,0,8,152,0,2,2,1,0,0,0,0,0,4,12,2,18,7,65,2,0,0,0,0,0,0,0
South Carolina,Southern Miss,S Carolina-S Miss,2010,1,9/2/10,1,SEC,BCS,S Carolina,9,5,Steve Spurrier,vs,CUSA,non,S Miss,8,5,Larry Fedora,,41,13,28,W,1,0,0,0,46.0,o,-13.5,W,,"70,438",,0,1,0,1,,,29,34,22,22,29,71,34,38,NR,0,0,S Carolina,24,164,25,90,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,S Miss,NR,NR,NR,NR,NR,0,1,,65,0.6,6.9,6.4,7.5,35,239,15,224,4,30,20,1,225,1,449,20,225,1,2,105,52.5,0,0,0,3,69,0,5,5,5,0,0,2,2,0,11,11,3,25,5,30,0,0,1,0,0,1,52,0,,84,0.2,4.8,2.5,5.9,27,94,27,67,0,57,38,1,337,1,404,38,337,1,4,178,44.5,2,30,0,6,108,0,1,1,1,0,0,2,2,0,6,17,0,23,8,60,2,1,1,17,0,0,0,0
Southern Miss,South Carolina,S Carolina-S Miss,2010,1,9/2/10,1,CUSA,non,S Miss,8,5,Larry Fedora,@,SEC,BCS,S Carolina,9,5,Steve Spurrier,,13,41,-28,L,0,1,0,0,46.0,o,13.5,L,,"70,438",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,S Miss,NR,NR,NR,NR,NR,0,1,,29,34,22,22,29,71,34,38,NR,0,0,S Carolina,24,164,25,90,NR,1,0,,84,0.2,4.8,2.5,5.9,27,94,27,67,0,57,38,1,337,1,404,38,337,1,4,178,44.5,2,30,0,6,108,0,1,1,1,0,0,2,2,0,6,17,0,23,8,60,2,1,1,17,0,0,0,0,,65,0.6,6.9,6.4,7.5,35,239,15,224,4,30,20,1,225,1,449,20,225,1,2,105,52.5,0,0,0,3,69,0,5,5,5,0,0,2,2,0,11,11,3,25,5,30,0,0,1,0,0,1,52,0
Southeastern Louisiana,Tulane,SE LA-Tulane,2010,1,9/2/10,1,zAA,zAA,SE LA,0,2,Mike Lucas,@,CUSA,non,Tulane,4,8,Bob Toledo,,21,27,-6,L,0,1,0,0,53.0,u,10.0,L,,"20,258",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,SE LA,NR,NR,NR,NR,NR,0,1,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Tulane,NR,NR,NR,NR,NR,1,0,,63,0.3,4.2,2.3,5.8,28,97,33,64,0,35,17,1,202,3,266,17,202,3,5,180,36.0,2,1,0,6,109,0,3,3,3,0,0,0,0,0,5,8,4,17,6,54,4,3,1,0,0,0,0,0,,67,0.4,3.8,3.0,5.0,41,159,36,123,3,26,17,1,129,0,252,17,129,0,6,241,40.2,3,20,0,4,53,0,3,3,3,0,0,2,2,0,6,8,1,15,9,79,1,1,1,24,0,0,0,0
Tulane,Southeastern Louisiana,SE LA-Tulane,2010,1,9/2/10,1,CUSA,non,Tulane,4,8,Bob Toledo,vs,zAA,zAA,SE LA,0,2,Mike Lucas,,27,21,6,W,1,0,0,0,53.0,u,-10.0,L,,"20,258",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Tulane,NR,NR,NR,NR,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,SE LA,NR,NR,NR,NR,NR,0,1,,67,0.4,3.8,3.0,5.0,41,159,36,123,3,26,17,1,129,0,252,17,129,0,6,241,40.2,3,20,0,4,53,0,3,3,3,0,0,2,2,0,6,8,1,15,9,79,1,1,1,24,0,0,0,0,,63,0.3,4.2,2.3,5.8,28,97,33,64,0,35,17,1,202,3,266,17,202,3,5,180,36.0,2,1,0,6,109,0,3,3,3,0,0,0,0,0,5,8,4,17,6,54,4,3,1,0,0,0,0,0
Arizona,Toledo,Arizona-Toledo,2010,1,9/3/10,1,Pac10,BCS,Arizona,7,6,Mike Stoops,@,MAC,non,Toledo,8,5,Tim Beckman,,41,2,39,W,1,0,0,0,59.5,u,-15.5,W,,"25,907",,0,1,0,1,,,35,29,NR,NR,35,15,29,65,NR,0,0,Arizona,32,30,23,128,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Toledo,NR,NR,NR,NR,NR,0,1,,69,0.6,6.0,4.2,9.4,25,120,15,105,3,44,37,1,413,3,518,37,413,3,3,129,43.0,3,47,0,1,19,0,6,5,5,1,0,0,0,0,4,20,1,25,8,48,1,0,1,1,0,0,0,0,,51,0.0,2.0,2.9,4.5,28,101,21,80,0,23,14,1,103,0,183,14,103,0,8,349,43.6,3,-10,0,7,96,0,0,0,0,0,0,0,0,0,4,5,1,10,6,40,1,1,1,0,0,0,0,0
Toledo,Arizona,Arizona-Toledo,2010,1,9/3/10,1,MAC,non,Toledo,8,5,Tim Beckman,vs,Pac10,BCS,Arizona,7,6,Mike Stoops,,2,41,-39,L,0,1,0,0,59.5,u,15.5,L,,"25,907",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Toledo,NR,NR,NR,NR,NR,0,1,,35,29,NR,NR,35,15,29,65,NR,0,0,Arizona,32,30,23,128,NR,1,0,,51,0.0,2.0,2.9,4.5,28,101,21,80,0,23,14,1,103,0,183,14,103,0,8,349,43.6,3,-10,0,7,96,0,0,0,0,0,0,0,0,0,4,5,1,10,6,40,1,1,1,0,0,0,0,0,,69,0.6,6.0,4.2,9.4,25,120,15,105,3,44,37,1,413,3,518,37,413,3,3,129,43.0,3,47,0,1,19,0,6,5,5,1,0,0,0,0,4,20,1,25,8,48,1,0,1,1,0,0,0,0
Air Force,Northwestern LA,Air Force-NW St,2010,1,9/4/10,1,MtnWest,non,Air Force,10,4,Troy Calhoun,vs,zAA,zAA,NW St,0,1,Bradley Dale Peveto,,65,21,44,W,1,0,0,0,,,-46.0,L,,"40,236",,0,1,0,1,,,NR,NR,35,34,NR,NR,NR,NR,NR,0,0,Air Force,NR,NR,52,1,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,NW St,NR,NR,NR,NR,NR,0,1,,73,0.9,8.4,7.2,14.9,61,450,13,437,7,12,7,0,179,2,616,7,179,2,2,90,45.0,6,74,0,2,87,0,9,9,8,0,0,1,1,0,22,7,1,30,6,50,2,1,1,50,0,0,0,0,,69,0.3,4.5,1.9,6.7,32,85,23,62,1,37,22,1,249,2,311,22,249,2,10,437,43.7,1,0,0,6,126,0,3,3,3,0,0,0,0,0,3,12,1,16,8,85,1,0,0,0,0,0,0,0
Northwestern State,Air Force,Air Force-NW St,2010,1,9/4/10,1,zAA,zAA,NW St,0,1,Bradley Dale Peveto,@,MtnWest,non,Air Force,9,4,Troy Calhoun,,21,65,-44,L,0,1,0,0,,,46.0,W,,"40,236",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,NW St,NR,NR,NR,NR,NR,0,1,,NR,NR,35,34,NR,NR,NR,NR,NR,0,0,Air Force,NR,NR,52,1,NR,1,0,,69,0.3,4.5,1.9,6.7,32,85,23,62,1,37,22,1,249,2,311,22,249,2,10,437,43.7,1,0,0,6,126,0,3,3,3,0,0,0,0,0,3,12,1,16,8,85,1,0,0,0,0,0,0,0,,73,0.9,8.4,7.2,14.9,61,450,13,437,7,12,7,0,179,2,616,7,179,2,2,90,45.0,6,74,0,2,87,0,9,9,8,0,0,1,1,0,22,7,1,30,6,50,2,1,1,50,0,0,0,0
Akron,Syracuse,Akron-Syracuse,2010,1,9/4/10,1,MAC,non,Akron,1,11,Rob Ianello,vs,BigEast,BCS,Syracuse,8,5,Doug Marrone,,3,29,-26,L,0,1,0,0,42.0,u,8.0,L,,"15,969",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Akron,NR,NR,NR,NR,NR,0,1,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Syracuse,NR,NR,NR,NR,NR,1,0,,59,0.1,2.8,2.3,3.2,24,78,23,55,0,35,12,0,111,0,166,12,111,0,10,383,38.3,0,0,0,5,102,0,0,0,0,0,0,2,1,0,2,5,2,9,10,82,0,0,1,34,0,1,29,0,,72,0.4,6.0,4.5,8.5,45,216,14,202,1,27,17,1,229,2,431,17,229,2,5,224,44.8,1,2,0,2,29,0,4,3,2,1,0,1,1,0,8,10,2,20,5,43,4,2,0,0,0,0,0,1
Syracuse,Akron,Akron-Syracuse,2010,1,9/4/10,1,BigEast,BCS,Syracuse,8,5,Doug Marrone,@,MAC,non,Akron,1,11,Rob Ianello,,29,3,26,W,1,0,0,0,42.0,u,-8.0,W,,"15,969",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Syracuse,NR,NR,NR,NR,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Akron,NR,NR,NR,NR,NR,0,1,,72,0.4,6.0,4.5,8.5,45,216,14,202,1,27,17,1,229,2,431,17,229,2,5,224,44.8,1,2,0,2,29,0,4,3,2,1,0,1,1,0,8,10,2,20,5,43,4,2,0,0,0,0,0,1,,59,0.1,2.8,2.3,3.2,24,78,23,55,0,35,12,0,111,0,166,12,111,0,10,383,38.3,0,0,0,5,102,0,0,0,0,0,0,2,1,0,2,5,2,9,10,82,0,0,1,34,0,1,29,0
Alabama,San Jose State,Alabama-San Jose St,2010,1,9/4/10,1,SEC,BCS,Alabama,10,3,Nick Saban,vs,WAC,non,San Jose St,1,12,Mike MacIntyre,,48,3,45,W,1,0,0,0,51.5,u,-37.0,W,,"101,821",,0,1,0,1,,,1,1,10,11,1,1491,1,1469,NR,0,0,Alabama,1,1484,1,1470,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,San Jose St,NR,NR,NR,NR,NR,0,1,,71,0.7,8.3,6.3,11.1,41,272,15,257,4,30,22,0,334,2,591,22,334,2,3,122,40.7,3,9,0,2,43,0,6,6,6,0,0,2,2,0,16,14,0,30,4,40,3,1,1,15,0,0,0,0,,48,0.1,3.6,3.1,4.5,29,100,11,89,0,19,8,1,86,0,175,8,86,0,9,374,41.6,0,0,0,7,150,0,0,0,0,0,0,2,1,0,3,2,2,7,5,35,1,0,0,0,0,0,0,0
San Jose State,Alabama,Alabama-San Jose St,2010,1,9/4/10,1,WAC,non,San Jose St,1,12,Mike MacIntyre,@,SEC,BCS,Alabama,10,3,Nick Saban,,3,48,-45,L,0,1,0,0,51.5,u,37.0,L,,"101,821",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,San Jose St,NR,NR,NR,NR,NR,0,1,,1,1,10,11,1,1491,1,1469,NR,0,0,Alabama,1,1484,1,1470,NR,1,0,,48,0.1,3.6,3.1,4.5,29,100,11,89,0,19,8,1,86,0,175,8,86,0,9,374,41.6,0,0,0,7,150,0,0,0,0,0,0,2,1,0,3,2,2,7,5,35,1,0,0,0,0,0,0,0,,71,0.7,8.3,6.3,11.1,41,272,15,257,4,30,22,0,334,2,591,22,334,2,3,122,40.7,3,9,0,2,43,0,6,6,6,0,0,2,2,0,16,14,0,30,4,40,3,1,1,15,0,0,0,0
Arizona State,Portland State,Arizona St-Portland St,2010,1,9/4/10,1,Pac10,BCS,Arizona St,6,6,Dennis Erickson,vs,zAA,zAA,Portland St,0,2,Nigel Burton,,54,9,45,W,1,0,0,0,,,-39.0,W,,"43,238",,0,1,0,1,,,NR,42,NR,NR,NR,NR,42,6,NR,0,0,Arizona St,NR,NR,40,7,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Portland St,NR,NR,NR,NR,NR,0,1,,66,0.8,8.4,6.9,10.0,35,253,11,242,5,31,20,1,311,2,553,20,311,2,1,55,55.0,2,15,0,4,92,0,7,7,7,0,0,2,1,0,9,12,2,23,11,93,1,0,3,27,0,0,0,0,,66,0.1,4.0,1.6,5.8,30,82,35,47,0,36,18,3,209,0,256,18,209,0,5,151,30.2,1,5,0,7,97,0,0,0,0,0,0,3,3,0,4,8,2,14,11,66,0,0,1,0,0,0,0,0
Portland State,Arizona State,Arizona St-Portland St,2010,1,9/4/10,1,zAA,zAA,Portland St,0,2,Nigel Burton,@,Pac10,BCS,Arizona St,6,6,Dennis Erickson,,9,54,-45,L,0,1,0,0,,,39.0,L,,"43,238",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Portland St,NR,NR,NR,NR,NR,0,1,,NR,42,NR,NR,NR,NR,42,6,NR,0,0,Arizona St,NR,NR,40,7,NR,1,0,,66,0.1,4.0,1.6,5.8,30,82,35,47,0,36,18,3,209,0,256,18,209,0,5,151,30.2,1,5,0,7,97,0,0,0,0,0,0,3,3,0,4,8,2,14,11,66,0,0,1,0,0,0,0,0,,66,0.8,8.4,6.9,10.0,35,253,11,242,5,31,20,1,311,2,553,20,311,2,1,55,55.0,2,15,0,4,92,0,7,7,7,0,0,2,1,0,9,12,2,23,11,93,1,0,3,27,0,0,0,0
Arkansas-Pine Bluff,UTEP,Ark P Bluff-UTEP,2010,1,9/4/10,1,zAA,zAA,Ark P Bluff,0,1,Monte Colman,@,CUSA,non,UTEP,6,7,Mike Price,,10,31,-21,L,0,1,0,0,,,38.0,L,,"30,029",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Ark P Bluff,NR,NR,NR,NR,NR,0,1,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,UTEP,NR,NR,NR,NR,NR,1,0,,59,0.2,4.7,2.9,6.1,26,92,16,76,0,33,20,2,202,1,278,20,202,1,5,192,38.4,0,0,0,5,79,0,1,1,1,0,0,2,1,0,4,9,1,14,6,50,1,0,1,20,0,0,0,0,,68,0.5,6.8,5.9,8.2,40,249,15,234,4,28,17,1,229,0,463,17,229,0,2,75,37.5,4,36,0,3,77,0,4,4,4,0,0,1,1,0,12,13,3,28,4,42,2,1,2,0,0,0,0,0
UTEP,Arkansas-Pine Bluff,Ark P Bluff-UTEP,2010,1,9/4/10,1,CUSA,non,UTEP,6,7,Mike Price,vs,zAA,zAA,Ark P Bluff,0,1,Monte Colman,,31,10,21,W,1,0,0,0,,,-38.0,L,,"30,029",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,UTEP,NR,NR,NR,NR,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Ark P Bluff,NR,NR,NR,NR,NR,0,1,,68,0.5,6.8,5.9,8.2,40,249,15,234,4,28,17,1,229,0,463,17,229,0,2,75,37.5,4,36,0,3,77,0,4,4,4,0,0,1,1,0,12,13,3,28,4,42,2,1,2,0,0,0,0,0,,59,0.2,4.7,2.9,6.1,26,92,16,76,0,33,20,2,202,1,278,20,202,1,5,192,38.4,0,0,0,5,79,0,1,1,1,0,0,2,1,0,4,9,1,14,6,50,1,0,1,20,0,0,0,0
Arkansas State,Auburn,Arkansas St-Auburn,2010,1,9/4/10,1,SunBelt,non,Arkansas St,4,8,Steve Roberts,@,SEC,BCS,Auburn,14,0,Gene Chizik,,26,52,-26,L,0,1,0,0,58.0,o,31.0,W,,"83,441",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Arkansas St,NR,NR,NR,NR,NR,0,1,,22,23,1,1,22,296,23,260,NR,0,0,Auburn,21,362,20,371,NR,1,0,,84,0.3,4.4,1.2,6.6,35,84,41,43,2,49,33,0,323,1,366,33,323,1,8,309,38.6,1,7,0,8,147,0,3,3,2,0,0,2,2,0,4,17,1,22,5,28,1,0,0,0,0,0,0,0,,65,0.8,9.4,7.5,15.1,49,384,17,367,4,16,11,0,241,3,608,11,241,3,4,157,39.3,5,47,0,6,131,0,7,7,7,0,0,1,1,0,16,7,0,23,7,60,2,2,0,0,0,0,0,0
Auburn,Arkansas State,Arkansas St-Auburn,2010,1,9/4/10,1,SEC,BCS,Auburn,14,0,Gene Chizik,vs,SunBelt,non,Arkansas St,4,8,Steve Roberts,,52,26,26,W,1,0,0,0,58.0,o,-31.0,L,,"83,441",,0,1,0,1,,,22,23,1,1,22,296,23,260,NR,0,0,Auburn,21,362,20,371,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Arkansas St,NR,NR,NR,NR,NR,0,1,,65,0.8,9.4,7.5,15.1,49,384,17,367,4,16,11,0,241,3,608,11,241,3,4,157,39.3,5,47,0,6,131,0,7,7,7,0,0,1,1,0,16,7,0,23,7,60,2,2,0,0,0,0,0,0,,84,0.3,4.4,1.2,6.6,35,84,41,43,2,49,33,0,323,1,366,33,323,1,8,309,38.6,1,7,0,8,147,0,3,3,2,0,0,2,2,0,4,17,1,22,5,28,1,0,0,0,0,0,0,0
Arkansas,Tennessee Tech,Arkansas-Tenn Tech,2010,1,9/4/10,1,SEC,BCS,Arkansas,10,3,Bobby Petrino,vs,zAA,zAA,Tenn Tech,0,2,Watson Brown,,44,3,41,W,1,0,0,0,,,-49.5,L,,"69,596",,0,1,0,1,,,17,19,12,12,17,496,19,438,NR,0,0,Arkansas,14,572,15,531,NR,1,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Tenn Tech,NR,NR,NR,NR,NR,0,1,,58,0.8,8.9,7.0,10.8,28,207,11,196,3,30,23,2,323,3,519,23,323,3,0,0,0.0,1,7,0,2,50,0,6,6,6,0,0,0,0,0,10,11,0,21,9,64,3,1,0,0,0,0,0,0,,57,0.1,3.3,1.8,7.7,43,122,43,79,0,14,7,0,108,0,187,7,108,0,8,264,33.0,0,0,0,3,36,0,0,0,0,0,0,1,1,0,6,3,3,12,11,61,2,0,2,17,0,0,0,0
Tennessee Tech,Arkansas,Arkansas-Tenn Tech,2010,1,9/4/10,1,zAA,zAA,Tenn Tech,0,2,Watson Brown,@,SEC,BCS,Arkansas,10,3,Bobby Petrino,,3,44,-41,L,0,1,0,0,,,49.5,W,,"69,596",,0,1,0,1,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Tenn Tech,NR,NR,NR,NR,NR,0,1,,17,19,12,12,17,496,19,438,NR,0,0,Arkansas,14,572,15,531,NR,1,0,,57,0.1,3.3,1.8,7.7,43,122,43,79,0,14,7,0,108,0,187,7,108,0,8,264,33.0,0,0,0,3,36,0,0,0,0,0,0,1,1,0,6,3,3,12,11,61,2,0,2,17,0,0,0,0,,58,0.8,8.9,7.0,10.8,28,207,11,196,3,30,23,2,323,3,519,23,323,3,0,0,0.0,1,7,0,2,50,0,6,6,6,0,0,0,0,0,10,11,0,21,9,64,3,1,0,0,0,0,0,0
